usuario_id,nombre_completo,email,telefono,edad,genero,pais,ciudad_envio,estado_cuenta,fecha_registro,n_pedidos,gasto_total,ticket_medio,pedidos_tarde,rating_medio,origen_dato
805,Alejandro Bustos,eugeniotovar@example.com,738-209-7461x917,65.0,Otro,Argentina,Buenos Aires,Activo,2025-03-10,2.0,425.0,212.5,0.0,,regex
806,Juan Carlos Rubio,catalinamaya@example.net,+34 980085806,,Otro,México,Guadalajara,Suspendido,2025-05-27,1.0,1100.11,1100.11,0.0,,regex
807,Rafa Leon,marisol66@example.net,(790)012-4825x54428,,,México,Ciudad de México,Activo,2024-09-26,1.0,671.89,671.89,0.0,,regex
808,Elsa Osorio,teodorogurule@example.net,+34986 94 63 38,59.0,F,Colombia,Bogotá,Activo,2024-05-17,3.0,5245.81,1748.6033333333335,0.0,5.0,regex
809,Juan Bautista Mosquera,lorenza72@example.com,926)933-5895,26.0,M,Colombia,Barranquilla,Activo,2024-01-11,2.0,7804.96,3902.48,0.0,4.0,regex
810,Charo Negrón,saiznorma@example.com,(509)574-4303x4918,65.0,Otro,Colombia,Bucaramanga,Activo,2026-02-19,1.0,234.29,234.29,0.0,,regex
811,Xiomara Zamudio,amandafarias@example.net,1-340-153-6415x4715,46.0,,España,Málaga,Inactivo,2023-12-18,1.0,1868.79,1868.79,0.0,4.0,regex
812,Luisina Paz,utamarit@example.net,+34879 675 009,56.0,,Venezuela,Maturín,Inactivo,2026-03-20,4.0,26955.09,6738.7725,2.0,3.3333333333333335,regex
813,Josefina Luque,oterogalo@example.com.,819.878.0927x0452,52.0,Otro,Chile,La Serena,Activo,2025-11-21,2.0,5368.77,2684.385,0.0,3.5,regex
814,Karla Cerro,dpena@example.com,1-874-422-7585x485,52.0,,México,Ciudad de México,Activo,2026-04-02,2.0,1290.3,645.15,0.0,,regex
815,Sessa Domínguez,encarnacion11@example.net,1-020-002-4539,46.0,F,México,Puebla,Activo,2023-07-29,1.0,1288.22,1288.22,0.0,,regex
816,Eleuterio Moreno,friasabigail@example.com,083.682.1444x889,,F,Argentina,Mendoza,Activo,2024-07-06,3.0,1093.19,364.3966666666667,1.0,,regex
817,Claudio Garibay,uquintana@example.com,025-825-4318,,Otro,México,Guadalajara,Inactivo,2025-10-09,1.0,951.53,951.53,0.0,,regex
818,Laura Cañellas,casesheraclio@example.net,+34 704910601,26.0,F,Perú,Cusco,Inactivo,2024-08-08,4.0,2202.37,550.5925,0.0,5.0,regex
819,Cristobal Sierra,tejadadaniel@example.com,172-257-7545x8472,75.0,,Chile,Temuco,Inactivo,2023-10-27,2.0,249.77,124.885,0.0,,regex
820,Máximo Bosch,purrutia@example.net,+34943 08 27 17,63.0,,Perú,Trujillo,Activo,2023-07-19,3.0,1790.0,596.6666666666666,0.0,,regex
821,Heliodoro Gamboa,morenogerman@example.org,+34875 621 659,,F,España,Valencia,Suspendido,2025-04-11,1.0,541.21,541.21,0.0,,regex
822,Carolina Guzmán,fortunata53@example.net.,+34920 844 617,67.0,M,Colombia,Cali,Activo,2025-07-26,1.0,143.0,143.0,0.0,,regex
823,Estefanía Pozuelo,alejandravasquez@example.com.,979-127-9970,29.0,Otro,Venezuela,Barcelona,Activo,2025-01-25,4.0,6671.69,1667.9225,0.0,4.0,regex
824,Ángela Baquero,yeniybarra@example.com,137.529.8832x20125,58.0,M,Colombia,Cartagena,Activo,2025-07-18,4.0,14495.77,3623.9425,0.0,,regex
825,Carlota Duran,laramaria@example.net.,788.897.5358x5238,,F,México,Mérida,Activo,2026-02-17,2.0,1776.46,888.23,0.0,,regex
826,Heriberto Lobo,juliabonilla@example.net.,07152391029,,Otro,Colombia,Medellín,Inactivo,2025-09-11,0.0,0.0,,0.0,,regex
827,Wilfrido Bru,mateolebron@example.net.,+34807930967,74.0,Otro,España,Madrid,Activo,2023-12-27,1.0,9004.79,9004.79,0.0,,regex
828,Aurelio Codina,coronacornelio@example.org.,+34846 17 67 20,,,España,Sevilla,Activo,2025-03-04,0.0,0.0,,0.0,,regex
829,David Piñeiro,ceballosdolores@example.org,+34 747 25 87 33,23.0,,Argentina,Rosario,Activo,2023-06-20,1.0,2171.04,2171.04,0.0,,regex
830,Tomás Miranda,escamillaxavier@example.net,124-211-4086x8250,60.0,,Argentina,Rosario,Suspendido,2026-04-21,3.0,653.04,217.67999999999998,0.0,,regex
831,Débora Núñez,ferrerjuanita@example.com.,610.399.5297x01371,20.0,M,Chile,Antofagasta,Activo,2024-03-07,2.0,8626.560000000001,4313.280000000001,0.0,,regex
832,Jorge Tirado,wmaldonado@example.org.,+34734 120 270,22.0,F,Venezuela,Maracaibo,Inactivo,2023-09-22,2.0,6073.15,3036.575,0.0,,regex
833,Alejandra Uría,de-la-cruzrufino@example.net,+34971 166 906,51.0,,Chile,Santiago,Activo,2023-09-30,0.0,0.0,,0.0,,regex
834,Olga Noriega,cristobal03@example.net,+30(1)0956797564,23.0,F,Perú,Arequipa,Suspendido,2024-06-20,1.0,105.1,105.1,0.0,5.0,regex
835,José Emilio Pizarro,josetena@example.org,+34881 76 01 08,,Otro,Perú,Chiclayo,Activo,2025-08-30,3.0,6182.83,2060.943333333333,1.0,4.0,regex
836,Antonio Amor,benitorascon@example.com.,07268080815,54.0,F,México,Puebla,Suspendido,2023-09-05,0.0,0.0,,0.0,,regex
837,Ruperta Noriega,mblasco@example.net,+34946713073,63.0,,Chile,Valparaíso,Activo,2023-08-06,1.0,173.04,173.04,0.0,4.0,regex
838,Odalis Muro,mmacias@example.com,+34 828 30 09 62,65.0,M,Venezuela,Maracaibo,Suspendido,2024-12-13,1.0,587.85,587.85,0.0,,regex
839,Marisela Portillo,nanguiano@example.org,+34922 33 96 27,39.0,F,Colombia,Cali,Suspendido,2025-11-14,1.0,1031.66,1031.66,0.0,,regex
840,Marco Antonio Bermúdez,sosafabiola@example.org,+00(4)6661459011,58.0,M,México,Tijuana,Activo,2024-09-11,3.0,4150.55,1383.5166666666667,0.0,5.0,regex
841,Yeni Castellanos,almontevanesa@example.com,+34988819490,38.0,,Chile,Antofagasta,Activo,2024-02-08,0.0,0.0,,0.0,,regex
842,Maximiliano Arnal,villalpandohector@example.net,987-313-7971x669,19.0,,Chile,Antofagasta,Activo,2023-08-30,1.0,14043.38,14043.38,0.0,,regex
843,Berta Garzón,amador77@example.net.,325.623.8994,,M,Colombia,Cali,Activo,2026-05-06,3.0,5978.1,1992.7,1.0,4.0,regex
844,Adela Laguna,bchaparro@example.org,+87(8)2116020418,68.0,F,Argentina,La Plata,Activo,2024-01-23,1.0,864.1,864.1,0.0,,regex
845,Concepción Blanes,terrazasnadia@example.net,(801)864-4822x17588,,Otro,Argentina,Mendoza,Activo,2025-01-25,3.0,2067.17,689.0566666666667,0.0,,regex
846,Natividad Quezada,bernabeamigo@example.com,+34 948 75 71 23,69.0,F,Perú,Lima,Activo,2025-01-17,1.0,3096.63,3096.63,0.0,4.0,regex
847,Rosario Bustos,ariadnavalero@example.net,(968)827-6970,39.0,F,Argentina,Buenos Aires,Suspendido,2023-06-27,1.0,844.59,844.59,0.0,,regex
848,Estela Jordán,wcapdevila@example.com.,+34 980 83 27 48,42.0,,Chile,Temuco,Suspendido,2024-05-10,3.0,13444.189999999999,4481.3966666666665,0.0,,regex
849,Joaquín Seguí,guillermoarmenta@example.net,1-496-683-4960x47842,35.0,F,Perú,Cusco,Activo,2024-09-08,2.0,1949.1100000000001,974.5550000000001,0.0,,regex
850,Chelo Canales,cristobalmoya@example.net,+34 946 48 82 08,31.0,Otro,Venezuela,Maracaibo,Activo,2024-02-26,0.0,0.0,,0.0,,regex
851,Óscar Armengol,francisco-javierortega@example.com,+34985 79 91 60,,F,Venezuela,Maracaibo,Suspendido,2023-08-16,4.0,12280.8,3070.2,0.0,,regex
852,Iker Hurtado,emiliapantoja@example.org.,+34 875 76 05 23,48.0,Otro,México,Mérida,Suspendido,2026-02-10,1.0,323.77,323.77,0.0,5.0,regex
853,Pilar Pérez,de-jesusjorge-luis@example.com,241.916.5034x409,70.0,Otro,Venezuela,Maturín,Activo,2024-07-24,1.0,47.02,47.02,0.0,,regex
854,Adoración Barragán,dorotea89@example.net,+34 988 06 78 21,25.0,M,Perú,Iquitos,Activo,2023-08-06,4.0,702.7099999999999,175.67749999999998,0.0,,regex
855,Liliana Gonzalo,lauraocampo@example.com,893.969.8748x6941,,M,Perú,Trujillo,Activo,2024-05-17,0.0,0.0,,0.0,,regex
856,Humberto Cano,lorenzaescribano@example.org,360.511.7160,65.0,F,Venezuela,Barcelona,Activo,2025-11-08,1.0,1664.64,1664.64,0.0,,regex
857,Emilio Martínez,gcasas@example.net,1-590-670-0099,30.0,,Argentina,Mendoza,Activo,2025-10-11,3.0,2828.47,942.8233333333333,0.0,,regex
858,Olga Duarte,zoraida66@example.net,896.676.0564x20456,35.0,M,México,Puebla,Activo,2024-10-29,1.0,1246.99,1246.99,0.0,,regex
859,Jacinto Sanjuan,estela38@example.net,+34949 235 466,24.0,M,Chile,Santiago,Suspendido,2025-12-02,1.0,266.87,266.87,1.0,2.0,regex
860,María Luisa Miramontes,cardonaleonel@example.net,953.006.2212,,M,Perú,Arequipa,Activo,2026-04-01,3.0,1251.33,417.10999999999996,1.0,3.0,regex
861,Víctor Márquez,ignaciobarrera@example.com,+34826124115,26.0,M,Colombia,Bogotá,Inactivo,2024-12-15,2.0,15188.84,7594.42,0.0,,regex
862,Ana María Alcolea,zvillalonga@example.com,(231)299-5704x7264,,M,España,Málaga,Activo,2025-04-09,0.0,0.0,,0.0,,regex
863,Antonio Cantero,friasbenigna@example.com.,+34977536596,71.0,Otro,Chile,La Serena,Inactivo,2024-09-27,1.0,4126.44,4126.44,0.0,,regex
864,Teresa Pedrosa,horaciocavazos@example.org.,+34981 54 54 00,,Otro,México,Puebla,Suspendido,2024-02-13,3.0,1667.6100000000001,555.87,1.0,5.0,regex
865,Gonzalo Mireles,ramonabenitez@example.org.,+34 872 274 897,47.0,M,España,Bilbao,Inactivo,2024-09-16,2.0,12042.99,6021.495,0.0,4.0,regex
866,Emiliano Marin,bdomenech@example.org,(217)508-0196x30453,32.0,M,Colombia,Bogotá,Suspendido,2024-07-07,0.0,0.0,,0.0,,regex
867,Moreno Lasa,regina34@example.org,+34826816778,39.0,F,Perú,Arequipa,Inactivo,2024-11-24,3.0,1395.92,465.3066666666667,0.0,,regex
868,Purificación Montaño,jose-manuel45@example.com,(083)851-7993x781,47.0,M,Argentina,Buenos Aires,Activo,2025-04-13,3.0,9322.24,3107.4133333333334,0.0,,regex
869,Fabiola Colom,pablo69@example.net,1-882-904-5792,26.0,Otro,Chile,Antofagasta,Activo,2024-02-13,3.0,12350.54,4116.846666666667,1.0,5.0,regex
870,Angelino Piquer,gabrielcenteno@example.org,+34972283391,,F,Chile,Concepción,Suspendido,2026-04-14,1.0,110.12,110.12,0.0,,regex
871,Alta  Gracia Cortez,asuncionvilla@example.org,+34848 210 102,28.0,,México,Puebla,Inactivo,2023-11-19,1.0,60.05,60.05,1.0,,regex
872,Alcides Yuste,ypuente@example.org,+34 748 987 610,68.0,F,Chile,Concepción,Suspendido,2025-10-23,3.0,4598.94,1532.9799999999998,1.0,3.3333333333333335,regex
873,Ramón Cabán,gollumperla@example.com.,319-807-4682x35469,33.0,M,Chile,Antofagasta,Activo,2025-11-07,2.0,2235.43,1117.715,0.0,,regex
874,Andrés Fiol,lquintero@example.org,596-715-0066,56.0,F,España,Sevilla,Activo,2024-08-15,4.0,3725.12,931.28,0.0,4.0,regex
875,Candelario Pozo,asuncion13@example.com,+34 972851699,24.0,Otro,España,Sevilla,Suspendido,2025-09-03,4.0,5130.15,1282.5375,0.0,,regex
876,Alma Pedrero,jrivas@example.org,(268)999-6269x7083,,,Colombia,Medellín,Activo,2025-01-11,1.0,1577.46,1577.46,0.0,,regex
877,Agustina Beltrán,nevarezrosa@example.com,+34927 71 97 60,,M,Venezuela,Maracaibo,Inactivo,2023-09-26,4.0,2802.12,700.53,0.0,4.0,regex
878,Eligio Muñoz,juanalejandro@example.com,+34695 21 75 58,31.0,,Colombia,Cali,Activo,2026-04-09,2.0,8279.94,4139.97,0.0,,regex
879,Édgar Reyes,chavarriamicaela@example.com.,211.882.4199x6264,23.0,Otro,Perú,Chiclayo,Activo,2023-11-05,4.0,2679.41,669.8525,1.0,4.0,regex
880,Israel Sancho,lorena54@example.org,+34 925 457 056,21.0,F,Venezuela,Valencia,Suspendido,2023-05-14,1.0,755.85,755.85,1.0,,regex
881,Edmundo Salgado,ayalabernardino@example.net,564.072.3247,53.0,F,España,Sevilla,Activo,2024-11-12,3.0,1610.37,536.79,1.0,3.3333333333333335,regex
882,Gilberto Barragán,pvina@example.net,+34 847 47 31 26,33.0,F,Venezuela,Maracaibo,Suspendido,2024-07-10,2.0,4588.57,2294.285,0.0,,regex
883,Abraham Barraza,chita01@example.org,+92(7)1152610537,,Otro,Colombia,Cartagena,Activo,2025-10-26,1.0,6109.53,6109.53,0.0,,regex
884,Heraclio Aparicio,posadarosalia@example.com.,+34674189485,71.0,F,Colombia,Barranquilla,Activo,2024-01-14,1.0,192.16,192.16,0.0,,regex
885,Nayara Pedraza,iocana@example.net.,716-198-2734,19.0,M,España,Sevilla,Inactivo,2023-12-30,2.0,10515.64,5257.82,0.0,,regex
886,Andrés Felipe Mercado,pastorquintana@example.org,+34820743574,75.0,Otro,Venezuela,Barquisimeto,Suspendido,2024-05-14,3.0,3930.46,1310.1533333333334,1.0,1.0,regex
887,Sosimo Ramirez,varellano@example.com,1-983-448-8384,47.0,Otro,Chile,Antofagasta,Inactivo,2024-04-23,1.0,2813.48,2813.48,0.0,,regex
888,Roberto Palomino,muronicanor@example.org,1-406-579-5515x623,,,México,Ciudad de México,Suspendido,2025-07-18,3.0,11526.19,3842.0633333333335,1.0,2.5,regex
889,Dorotea Mínguez,ariasmiguel@example.net,091.311.1786x19025,52.0,Otro,Argentina,La Plata,Activo,2025-06-20,1.0,1528.42,1528.42,1.0,,regex
890,Julio Elorza,ramisliliana@example.net,541.201.2275,25.0,Otro,Perú,Chiclayo,Inactivo,2025-12-21,1.0,225.21,225.21,0.0,,regex
891,Agustín Rios,montenegrodan@example.com,+34 865947950,64.0,Otro,España,Málaga,Suspendido,2024-03-15,5.0,16747.600000000002,3349.5200000000004,0.0,4.0,regex
892,Benito Espino,wayala@example.net,031-006-4934x03910,47.0,Otro,Venezuela,Maturín,Activo,2024-05-26,2.0,797.4000000000001,398.70000000000005,0.0,,regex
893,Selena Romero,bernardo18@example.com,+34876599285,,Otro,Perú,Cusco,Activo,2025-08-20,1.0,795.14,795.14,0.0,4.0,regex
894,Virginia Valverde,amalianajera@example.com,+34740679900,75.0,F,Chile,La Serena,Suspendido,2025-01-26,0.0,0.0,,0.0,,regex
895,Candelario Quiñones,alvaro37@example.net.,1-233-944-9530,50.0,F,Colombia,Barranquilla,Suspendido,2024-05-11,2.0,3661.83,1830.915,0.0,5.0,regex
896,Isaías Oliveras,uriarteiban@example.com,262-417-8429,,Otro,Argentina,Mendoza,Suspendido,2025-03-28,0.0,0.0,,0.0,,regex
897,Isidoro Mena,barriosadela@example.net,+34800605308,48.0,,España,Bilbao,Activo,2024-11-20,2.0,349.64,174.82,2.0,3.0,regex
898,Alberto Carnero,cpozo@example.org.,+34 704 575 988,36.0,F,Chile,Concepción,Activo,2024-04-29,3.0,1980.42,660.14,0.0,4.0,regex
899,Chucho Roda,leonardoarredondo@example.org,+34948 202 755,26.0,,Argentina,Buenos Aires,Activo,2023-08-04,2.0,984.33,492.165,0.0,5.0,regex
900,Marisol Cases,fcarbo@example.com,+34877 802 362,29.0,Otro,España,Málaga,Activo,2025-04-19,2.0,2467.92,1233.96,1.0,3.0,regex
901,Borja Sosa,racosta@example.com,+34 961 186 385,33.0,F,Argentina,Mendoza,Activo,2025-01-03,0.0,0.0,,0.0,,regex
902,Luna Varela,tde-la-fuente@example.net.,+34 942 880 053,39.0,,Venezuela,Maracaibo,Activo,2024-12-17,2.0,518.35,259.175,0.0,,regex
903,Bonifacio Correa,nancyleal@example.com,+18(2)2720028394,,Otro,Venezuela,Valencia,Inactivo,2025-03-26,2.0,1117.9,558.95,1.0,2.0,regex
904,Elpidio Barranco,ledesmagerman@example.com,328-116-5993x02020,21.0,Otro,Perú,Iquitos,Activo,2026-04-17,3.0,12569.24,4189.746666666667,0.0,5.0,regex
905,Conchita Castro,wvalenciano@example.org.,+34880 530 281,,F,España,Madrid,Inactivo,2024-05-12,0.0,0.0,,0.0,,regex
906,Santos Ortiz,barceloomar@example.net.,+34 971 775 691,61.0,Otro,México,Guadalajara,Inactivo,2023-10-02,4.0,1683.05,420.7625,0.0,,regex
907,Isaura Cáceres,ebenavent@example.com.,029.831.0438,36.0,,Colombia,Bogotá,Inactivo,2023-11-04,3.0,4879.31,1626.4366666666667,0.0,5.0,regex
908,Nicolasa Carrasco,galcaraz@example.org,856-670-6362x198,57.0,Otro,Venezuela,Valencia,Activo,2024-06-10,1.0,855.01,855.01,0.0,4.0,regex
909,Marcio Hernández,quintanaluis-manuel@example.com,+34 902933965,55.0,F,Argentina,Mendoza,Inactivo,2024-04-06,2.0,11525.41,5762.705,1.0,1.0,regex
910,Daniela Espinal,rogeliocanizares@example.com,+34 824 424 362,64.0,Otro,Perú,Trujillo,Suspendido,2026-03-07,0.0,0.0,,0.0,,regex
911,Gabriela Cadenas,vcabanas@example.net,341-996-4338,61.0,Otro,Chile,Santiago,Activo,2025-10-09,1.0,1071.53,1071.53,0.0,,regex
912,Lola Rincón,griselda05@example.net,+34 877 34 30 31,18.0,F,Venezuela,Maracaibo,Activo,2025-06-23,3.0,2090.02,696.6733333333333,0.0,,regex
913,Yolanda Palomino,loida45@example.com,1-947-576-9453x53659,,M,Perú,Trujillo,Activo,2026-05-01,2.0,584.48,292.24,0.0,5.0,regex
914,Laura Villegas,pradoemilio@example.com.,+34 822 25 45 08,56.0,Otro,Perú,Lima,Activo,2025-01-27,7.0,8780.65,1254.3785714285714,1.0,3.5,regex
915,Nancy Noguera,uclavero@example.com,472-130-7423x591,42.0,Otro,Chile,Antofagasta,Suspendido,2023-11-26,0.0,0.0,,0.0,,regex
916,Odalys Ávila,fernandocotto@example.com,+34 901 54 30 79,62.0,,México,Puebla,Activo,2024-01-07,3.0,2511.34,837.1133333333333,0.0,,regex
917,Espartaco Alfaro,valcarcelbernarda@example.com,+34 844115871,67.0,F,Colombia,Cartagena,Activo,2024-04-23,2.0,271.85,135.925,0.0,,regex
918,llegó,rhuerta@example.net,+17(3)2086523777,21.0,F,Colombia,Barranquilla,Activo,2025-02-01,2.0,1508.93,754.465,1.0,2.0,ner
919,Irene Escobedo,hacero@example.com,+34803 52 78 10,29.0,Otro,Chile,Temuco,Inactivo,2024-05-01,0.0,0.0,,0.0,,regex
920,Angelino Cornejo,carolinabarraza@example.com,+34920 731 609,,F,Chile,Temuco,Activo,2024-01-14,1.0,3414.37,3414.37,0.0,,regex
921,María José Puig,ccordoba@example.org,+34872695528,67.0,F,Perú,Cusco,Activo,2023-11-19,1.0,196.1,196.1,0.0,,regex
922,Eliana Tormo,edu59@example.com,+34 879 222 739,58.0,,México,Tijuana,Activo,2026-01-14,2.0,1132.48,566.24,0.0,,regex
923,Abel Narváez,joaquingarza@example.org.,+34 949618507,54.0,,Argentina,La Plata,Suspendido,2023-08-19,2.0,11820.82,5910.41,0.0,5.0,regex
924,Carmen Armenta,yvalenciano@example.org,+34 873 601 071,67.0,,Venezuela,Barcelona,Suspendido,2024-07-18,1.0,66.42,66.42,0.0,2.0,regex
925,Verónica España,troyo@example.com,735-742-2332x228,25.0,Otro,Venezuela,Maturín,Suspendido,2025-04-05,1.0,6884.06,6884.06,0.0,,regex
926,Flavio Oliva,gasparotero@example.com,+34 941 29 53 50,,,Argentina,Mendoza,Inactivo,2024-01-31,2.0,678.52,339.26,0.0,,regex
927,Felipe Carbó,regulo74@example.org,+34 707 538 418,66.0,F,España,Málaga,Activo,2023-10-20,2.0,611.76,305.88,0.0,5.0,regex
928,Isidro Delgado,saucedagonzalo@example.net,975.615.4705,37.0,Otro,Perú,Trujillo,Inactivo,2024-02-10,2.0,7636.76,3818.38,1.0,,regex
929,Nerea Bautista,porrasgabriel@example.org,+34 924 56 40 91,40.0,F,Perú,Iquitos,Activo,2025-02-18,1.0,1691.22,1691.22,0.0,,regex
930,Domitila Raya,dulce-maria07@example.org,+34 724 262 019,,M,Colombia,Bucaramanga,Activo,2023-08-24,4.0,4251.89,1062.9725,0.0,,regex
931,Eutimio Benavides,maricruzropero@example.net.,1-897-609-8731x267,,Otro,Colombia,Bucaramanga,Activo,2024-01-19,0.0,0.0,,0.0,,regex
932,Eligio Ordóñez,snicolau@example.net,865-339-4319x16543,39.0,,Argentina,Tucumán,Activo,2026-03-21,1.0,1147.72,1147.72,0.0,,regex
933,Dulce Casanovas,cuadradodionisio@example.net.,+34 926 057 644,47.0,Otro,Perú,Arequipa,Suspendido,2025-10-03,3.0,901.8,300.59999999999997,0.0,4.0,regex
934,Mauro Ayllón,sosimosimo@example.com.,(867)649-7974,49.0,,Perú,Chiclayo,Activo,2024-08-13,2.0,1126.4,563.2,0.0,3.0,regex
935,Rogelio Polanco,rosa50@example.org,553.730.9649,,F,México,Ciudad de México,Activo,2025-03-16,1.0,3799.34,3799.34,0.0,5.0,regex
936,Marcos Canet,rebecaolivares@example.org,1-059-702-5512,25.0,F,España,Bilbao,Suspendido,2024-09-29,2.0,11220.64,5610.32,0.0,,regex
937,Teodosio Gollum,encarna48@example.net.,654.663.4544x3441,69.0,,México,Tijuana,Inactivo,2025-03-11,0.0,0.0,,0.0,,regex
938,Rebeca Herrera,ricardo74@example.org.,(408)822-3095x862,61.0,Otro,Argentina,Buenos Aires,Suspendido,2025-07-12,1.0,304.67,304.67,0.0,,regex
939,Coral Camarillo,cristobalaguilo@example.net,021-707-5485,39.0,,Chile,Valparaíso,Activo,2024-03-20,3.0,6465.76,2155.2533333333336,0.0,2.0,regex
940,José Eduardo Rodríquez,anselmohidalgo@example.org.,+34901 496 461,46.0,M,Chile,La Serena,Suspendido,2025-07-11,4.0,5294.0599999999995,1323.5149999999999,0.0,2.0,regex
941,Claudia Amorós,custodio21@example.org,1-658-963-5957,42.0,M,Perú,Cusco,Activo,2025-01-08,0.0,0.0,,0.0,,regex
942,Arcelia Bayona,pedro43@example.com,631-138-8503,18.0,M,España,Valencia,Activo,2023-10-30,3.0,3168.04,1056.0133333333333,1.0,3.0,regex
943,Anastasio Ferrero,lloya@example.com,1-104-379-6868,62.0,M,Perú,Iquitos,Activo,2023-06-15,0.0,0.0,,0.0,,regex
944,Claudia Olivárez,sorayaborras@example.net,1-417-430-4350x238,,Otro,Colombia,Bucaramanga,Activo,2026-03-14,4.0,2339.99,584.9975,0.0,3.0,regex
945,Felix Pichardo,dolores75@example.net,+34872 32 82 93,,F,Perú,Iquitos,Activo,2023-10-07,6.0,4140.65,690.1083333333332,1.0,4.0,regex
946,Natalio Vela,hernandoagustin@example.org,+34 876 34 67 71,41.0,,España,Málaga,Suspendido,2025-05-14,2.0,8440.98,4220.49,1.0,4.0,regex
947,María Eugenia Alarcón,xcollado@example.com,1-302-453-0123,25.0,M,España,Sevilla,Inactivo,2025-10-21,2.0,1826.1399999999999,913.0699999999999,0.0,4.0,regex
948,Joel Gascón,amaliacavazos@example.net.,1-190-172-2240x507,41.0,F,España,Barcelona,Activo,2026-02-08,0.0,0.0,,0.0,,regex
949,Virginia Canales,qmayorga@example.com,+34 864065838,20.0,M,Venezuela,Valencia,Activo,2023-10-26,3.0,13236.79,4412.263333333333,1.0,,regex
950,Sonia Nicolás,fabriciomoliner@example.net,+34924 668 448,68.0,M,México,Tijuana,Inactivo,2026-03-14,2.0,9777.779999999999,4888.889999999999,0.0,,regex
951,Felix Sanmiguel,corneliocastillo@example.org,+34 806 187 803,55.0,Otro,Perú,Arequipa,Activo,2026-04-21,2.0,5224.07,2612.035,1.0,,regex
952,Sessa Benavent,rubioguillermo@example.net,+34 877 92 51 99,38.0,M,Venezuela,Barcelona,Activo,2025-06-10,2.0,945.09,472.545,1.0,4.0,regex
953,Elba Carmona,de-leondelia@example.org,433-872-2054x221,,Otro,México,Guadalajara,Inactivo,2023-11-20,6.0,2314.8,385.8,0.0,4.0,regex
954,Francisca Espinosa,ferranhermenegildo@example.com,704)887-8995,42.0,F,Colombia,Bucaramanga,Activo,2024-03-02,0.0,0.0,,0.0,,regex
955,Nilda Alarcón,rsarabia@example.com,+34 913 77 49 26,39.0,M,Argentina,Mendoza,Activo,2025-04-05,2.0,1429.8400000000001,714.9200000000001,1.0,,regex
956,Feliciano Pedroza,gil77@example.com,(259)206-1658,47.0,F,España,Bilbao,Activo,2023-10-13,1.0,3405.78,3405.78,0.0,,regex
957,Amaro Vega,doramacias@example.org,+34 921 630 295,56.0,M,México,Puebla,Suspendido,2025-08-18,2.0,6709.22,3354.61,1.0,2.0,regex
958,Eugenia Guevara,veronicaparedes@example.org.,(206)615-4980x85133,72.0,M,Chile,La Serena,Activo,2024-01-10,1.0,41.92,41.92,1.0,3.0,regex
959,Armando Vela,bernardoblanes@example.org.,+34 825 215 481,71.0,F,Chile,Temuco,Activo,2024-12-21,3.0,10957.18,3652.3933333333334,0.0,,regex
960,Pamela Tello,alugo@example.org,+34986 548 806,45.0,Otro,México,Tijuana,Activo,2026-04-28,1.0,262.78,262.78,0.0,,regex
961,Pilar Arnau,rebecasandoval@example.com,873-585-6646x41962,54.0,M,Chile,Valparaíso,Inactivo,2024-03-30,4.0,8043.860000000001,2010.9650000000001,0.0,4.666666666666667,regex
962,Dani Rubio,carlitoferrando@example.org.,+34 902 104 294,64.0,Otro,España,Madrid,Activo,2025-09-29,0.0,0.0,,0.0,,regex
